第0类：
		password	0.153142000847
		lot	0.114050232922
		way	0.107534938268
		swipe	0.0977619962863
		print	0.0619278756882
		finger	0.0586702283611
		put	0.0423819917256
		open	0.0391243443985
		lollipop	0.0358666970714
		cant	0.0358666970714
		provide	0.0260937550901
		idea	0.0195784604359
		enable	0.0163208131088
		none	0.00980551845457
		menu	0.00980551845457
		htc	0.00980551845457
		unistall	0.00980551845457
		uninstall	0.00654787112747
		unlock	0.00654787112747
		premium	0.00654787112747
第1类：
		feature	0.268412577337
		display	0.158233748623
		stock	0.0847811961466
		unlock	0.056530214425
		star	0.0452298217363
		simple	0.0311043308755
		version	0.0254541345312
		table	0.0198039381869
		alarm	0.0198039381869
		dev	0.0198039381869
		light	0.0169788400147
		give	0.0169788400147
		hey	0.0169788400147
		replace	0.0169788400147
		picture	0.0169788400147
		action	0.0113286436704
		preview	0.0113286436704
		recommend	0.0113286436704
		timeout	0.00850354549821
		fan	0.00850354549821
第2类：
		app	0.207227118269
		let	0.116059341934
		help	0.110534022157
		developer	0.0773821034892
		battery	0.0690941238224
		know	0.0580434842667
		delete	0.0442301848219
		setting	0.041467524933
		drain	0.0248915655994
		life	0.0221289057104
		download	0.0193662458215
		force	0.0138409260436
		software	0.0138409260436
		everyone	0.0110782661547
		ram	0.0110782661547
		stuff	0.0110782661547
		mind	0.00831560626571
		sensitivity	0.00831560626571
		piece	0.00555294637677
		wont	0.00555294637677
第3类：
		device	0.207014442868
		uninstall	0.193059980929
		deactivate	0.116310440263
		administrator	0.0860757727283
		try	0.0488638742238
		remove	0.0442123869107
		get	0.0418866432542
		administration	0.0418866432542
		reset	0.0256064376584
		admin	0.0232806940019
		permission	0.0232806940019
		activate	0.0139777193758
		uncheck	0.0116519757192
		tell	0.0093262320627
		phone	0.00700048840617
		week	0.00700048840617
		tablet	0.00700048840617
		key	0.00467474474963
		resolve	0.00467474474963
		review	0.00467474474963
第4类：
		option	0.256381557569
		set	0.162508574936
		custom	0.0794670902986
		wallpaper	0.0758565909665
		choose	0.0505830956421
		appreciate	0.0325305989818
		swipe	0.0289200996498
		sound	0.0216991009857
		phone	0.0180886016536
		consider	0.0180886016536
		privacy	0.0180886016536
		date	0.0144781023216
		display	0.0108676029895
		pick	0.0108676029895
		take	0.00725710365744
		huawei	0.00725710365744
		effort	0.00725710365744
		virus	0.00725710365744
		corner	0.00725710365744
		block	0.00725710365744
第5类：
		work	0.151904175144
		time	0.137576295957
		wake	0.111786113419
		wave	0.0573401725077
		reason	0.0573401725077
		camera	0.0458778691578
		tap	0.0229532624581
		dialer	0.0200876866206
		customization	0.0172221107832
		gesture	0.0172221107832
		switch	0.0172221107832
		widget	0.0143565349457
		size	0.0143565349457
		come	0.0143565349457
		hour	0.0114909591082
		increase	0.0114909591082
		guess	0.00862538327077
		implementation	0.00862538327077
		tray	0.00862538327077
		ambient	0.00862538327077
第6类：
		make	0.120174042926
		app	0.107185764847
		design	0.107185764847
		like	0.0617267915706
		turn	0.0454914439718
		feature	0.0422443744521
		improve	0.0325031658928
		integration	0.029256096373
		pattern	0.0260090268533
		android	0.0260090268533
		concept	0.0260090268533
		bit	0.0260090268533
		review	0.0260090268533
		suggestion	0.0227619573335
		view	0.0195148878137
		key	0.0130207487742
		material	0.0130207487742
		respond	0.00977367925447
		upgrade	0.00977367925447
		pay	0.00977367925447
第7类：
		screen	0.325360725367
		lock	0.319336084586
		anyone	0.0301533271079
		delay	0.0271410067175
		anything	0.0241286863271
		want	0.0241286863271
		problem	0.0181040455463
		lack	0.0181040455463
		marshmallow	0.0181040455463
		otherwise	0.0150917251559
		somebody	0.00906708437509
		activity	0.00906708437509
		choice	0.00906708437509
		weight	0.0060547639847
